clean_review,sentiment,dominant_topic
fits perfectly hand wish apps play store,Neutral,2
works well tied amazon tablet works fine responsive good resolution tied amazon requires many hoops get apps zinio work amazon loosens grip recommend good price,Neutral,0
great kids google play store great tablets kids price wonderful warranty soft yet bulky good thing instance case thing wish could access google play store kids could watch movies google play movies account,Neutral,0
tons limitations hate amazon app store nothing good tablet slow good reading,Neutral,0
good value little slow camera best price fine,Neutral,0
get fire hd bought thought would great reading books playing games however awkward size makes device weird hold generally enjoyable fire hd shares exact specs higher battery life almost reason take device,Neutral,1
average average alexa option show things screen still limited,Neutral,1
good cheap tablet bought gift parents unfortunate part little misinformed connectivity tablet chrome cast purchases well part gift tablet compatible table little disappointing alright product,Neutral,0
get fire hd bought thought would great reading books playing games however awkward size makes device weird hold generally enjoyable fire hd shares exact specs higher battery life almost reason take device,Neutral,1
good tablet star god tablet camera could little better,Neutral,0
get fire hd bought thought would great reading books playing games however awkward size makes device weird hold generally enjoyable fire hd shares exact specs higher battery life almost reason take device,Neutral,1
expected neat amazon alexis little feel still,Neutral,0
good movies amazon decent little tablet game player tablet shuts cant get back play games long periods time ipad sure,Neutral,0
gift product bought one couple gifts cute still figured great say pick voice throughout huge room,Neutral,1
ok tablet price opinion slow internet use good yr old use purchased online curriculums almost impossible tablet speed internet connection great every laptop computer house,Neutral,0
okay love real books great travel keeping bookshelves lighter wish could buy larger storage without buy larger size pad also sucks gig gig taken os advertising seriously reads pdfs needs gig os lame last thing would change able reverse lettering night could white lettering black background less bright eyes,Neutral,1
ipad means tablet great books audible books music things amazon included browser silk best purchased expanded memory gb sd card cover biggest issue unit slow compared ipad tends freeze every often x money consider ipad instead,Neutral,0
kids st tablet approved great beginner tablet kids would recommend,Neutral,0
daughter likes first wanted return product bought yr old decided keep bc husband liked course daughter likes dnt like fact cant use audible app kids version also bought daughter could independent far books none read aloud came maneuver games movies tho ok product tho love amazon daughter still likes samsung tab better would recommend older kids,Neutral,1
ok product happy first battery totally dead got however charging working ok,Neutral,0
kids st tablet approved great beginner tablet kids would recommend,Neutral,0
used library difficult understand instructions still working,Neutral,1
alexa show asked itquestions answers unknown could help,Neutral,1
great kids google play store great tablets kids price wonderful warranty soft yet bulky good thing instance case thing wish could access google play store kids could watch movies google play movies account,Neutral,0
charging ports love tablets charging ports best bought christmas kids take excellent care also touch tablets charging tablets since christmas day charge highly recommend getting protection warranty item,Neutral,1
amazon kindle black kindle black good fit times read night bed husband sleeping model back light unable read night without turning light waking husband returned went kindle fire,Neutral,4
decent job works fine wifi otherwise little slow kid enjoys though price good,Neutral,0
feels cheap opinion model small feels cheap sd card slot,Neutral,4
tablet worked fan amazon type operating system tablet ended taking back wanted easy supportive games apps android tablet,Neutral,0
great start first bought got started register amazon account tried making new account tried using moms account would work took back geek squad look claimed defective exchanged another one new one works wonderfully issues yet,Neutral,1
difficult learn play games wish easier understand set children accidently charge account,Neutral,0
disappointed bought package said fast charger find charges normal speed disappointing pretty sure anything wrong seems pretty self explanatory,Neutral,3
nice novelty sort waste screen great sound easy set screen seems sort wasteful playing maybe capability work digital picture frame certain yet able set one picture multiple would nice could used hulu netflix stuff since picture sound clear like visual shopping lists still worth purchase good want must maybe tapped,Neutral,1
ok entry level tablet year old daughter saved brother bought gb year earlier new needed space os bit clunky less intuitive higher priced tablets tough beat price speed great web certain gaming apps fine books parental controls helpful take time figure require steps seem necessary change overall ok first tablet kids considering price adults fine e books basic apps otherwise best pay better quality os efficiency,Neutral,0
disappointed bought package said fast charger find charges normal speed disappointing pretty sure anything wrong seems pretty self explanatory,Neutral,3
good value little slow camera best price fine,Neutral,0
good good old kindle seams work better,Neutral,0
kids tablet ok need internet sdmini hassle,Neutral,0
works well tied amazon tablet works fine responsive good resolution tied amazon requires many hoops get apps zinio work amazon loosens grip recommend good price,Neutral,0
ok product happy first battery totally dead got however charging working ok,Neutral,0
amazon fire brought yr old son cannot put would recommend product,Neutral,1
connect tried hook recognize internet contact best buy get home guys come see get working,Neutral,1
nice great show nice features audio quality best price point got mine sale using bedroom alarm clock read time without glasses still use sonos play listen sleep playlist ny music unless missed something seems like set volume low night listen music go sleep alarm loud enough use show music much,Neutral,1
okay love real books great travel keeping bookshelves lighter wish could buy larger storage without buy larger size pad also sucks gig gig taken os advertising seriously reads pdfs needs gig os lame last thing would change able reverse lettering night could white lettering black background less bright eyes,Neutral,1
great kids google play store great tablets kids price wonderful warranty soft yet bulky good thing instance case thing wish could access google play store kids could watch movies google play movies account,Neutral,0
needs advancement like alexa needs interactive like suri,Neutral,1
bad sideload google play services able download google play store use google chrome web browser tablet designed exclusive amazon,Neutral,0
cheap tablet hoping use google launcher tablet really locked cannot change launcher lock screen still cheap fine watching movies,Neutral,0
good cheap tablet bought gift parents unfortunate part little misinformed connectivity tablet chrome cast purchases well part gift tablet compatible table little disappointing alright product,Neutral,0
expected neat amazon alexis little feel still,Neutral,0
ad happy one far every version kindle since week introduced jumped chance kindle fire replaced first one everything wanted except past summer started overheating got nonresponsive midday heat got one first miss swype get rid secondly cannot put two favorite apps work old one work lastly importantly every awhile screen freezes bunch code shimmering background turning leaving awhile brings back life turns seems happen close program move new one aggravating expect product happy past,Neutral,2
good first tablet purchased since bought grandson tablet christmas tablet slow considering price ok problems charger charge using tablet charger needs plugged moved charge price tablet ok,Neutral,0
good price pretty cool little device im able download books wireless read later convenience drawback wish storage price works good,Neutral,0
convenient ads make seem item seems great ads reality nearly much get download skills work well others reviewed many connecting often difficult sometimes password use alexa device body tells sure practice device fun useful learning use sorting skills pain,Neutral,1
ok product happy first battery totally dead got however charging working ok,Neutral,0
tap fills gap need filling product speaker great fails deliver voice interface use cell phone computer buy echo dot,Neutral,1
ok tablet small child sleek design colors available small kids good tablet nice price useful,Neutral,0
seems neat took box played lost connection longer recognizes phone called amazon said would work problem call back yet,Neutral,1
good reader substitute ipad really good tablet reading minimal internet usage,Neutral,0
great youtube echo good ended getting echo show well first device enjoyed using various reasons one could ask alexa watch youtube videos wanted watch one day asked alexa play video responded saying google supported echo show youtube comes back skill echo show probably worth extra money say stick echo amazon music spotify echo dot use echo part smart home,Neutral,1
echo show easy set got work arlo pro camera works well able camera driveway front door come command hate cannot get samsung tv come verbal request guess buy plug easy set downloaded app plugged viola walks setup,Neutral,1
reading device bought cause wanted read happen tried read devices need old school paper hands,Neutral,1
good books kindle good download apps books catch reading,Neutral,0
ok echo tap tap slower respond used echo like tap,Neutral,1
amazon fire brought yr old son cannot put would recommend product,Neutral,1
nice novelty sort waste screen great sound easy set screen seems sort wasteful playing maybe capability work digital picture frame certain yet able set one picture multiple would nice could used hulu netflix stuff since picture sound clear like visual shopping lists still worth purchase good want must maybe tapped,Neutral,1
ok price decent somewhat slow netflix freezes times,Neutral,0
okay love real books great travel keeping bookshelves lighter wish could buy larger storage without buy larger size pad also sucks gig gig taken os advertising seriously reads pdfs needs gig os lame last thing would change able reverse lettering night could white lettering black background less bright eyes,Neutral,1
ok price good starter unit easy beginner use priced low give taste tablet world,Neutral,0
good hoped give starts decent tablet screen messes trying use imagine granddaughter feels,Neutral,0
nice screen resolution hoped fire hd would faster old hd fire much guess expected new fire hd perform better still lags slow load information surfing internet wife ipad light years ahead one expect dollar tablet,Neutral,0
good year old device good looking starter tablet young individual,Neutral,0
ok need requires many components cameras etc stick basics opinion,Neutral,0
difficult learn play games wish easier understand set children accidently charge account,Neutral,0
cheap easy slow great purchase year old girl easy way peaceful long car rides,Neutral,1
solid tablet bought present year old grandma loves easy operate issues,Neutral,0
good tablet amazon users tablet good kids tablet prime users laptop replacement non amazon users,Neutral,0
ok price good starter unit easy beginner use priced low give taste tablet world,Neutral,0
ok get pay happy year old ok,Neutral,4
mediocre tablet great value money however operating system bit clunky constant notifications messages delete turned seem keep appearing reader app surprisingly less intuitive,Neutral,0
bad sideload google play services able download google play store use google chrome web browser tablet designed exclusive amazon,Neutral,0
basic tablet nothing special complicated fills need,Neutral,0
average average alexa option show things screen still limited,Neutral,1
job job would buy one screen brighter times difficult read screen bright,Neutral,1
came defective bought kindles past time one came defective port bent hard charge still possible comes different color gb enough space kids camera ok quality best ok pics taken kids,Neutral,4
amazon fire brought yr old son cannot put would recommend product,Neutral,1
good beginners decent reader beginners backlight good reading dark also slips hands purchase cover buy,Neutral,0
frustrating compared android much harder work android none wallpaper apps downloaded kindle store work device many apps look cheap display wise prettier responsive cheaper tablet make look like android tablet google play everything harder work regular android tablet exceeds expectations responsive models fire,Neutral,0
good first tablet purchased since bought grandson tablet christmas tablet slow considering price ok problems charger charge using tablet charger needs plugged moved charge price tablet ok,Neutral,0
intelligent told alexa may new would thought simple commands would able respond already amount amazon charges come better instructions including specifically download one device iphone etc make apps ready go amazon dropped ball one,Neutral,1
job job would buy one screen brighter times difficult read screen bright,Neutral,1
good tablet star god tablet camera could little better,Neutral,0
like second kindle realize paper white difference took back store exchanged paper white easy read,Neutral,2
mediocre tablet great value money however operating system bit clunky constant notifications messages delete turned seem keep appearing reader app surprisingly less intuitive,Neutral,0
good reader substitute ipad really good tablet reading minimal internet usage,Neutral,0
great tablet speed depth research particular tablet price speed good wanted con able clear home screen apps relocate see personal home screen picture,Neutral,0
good movies amazon decent little tablet game player tablet shuts cant get back play games long periods time ipad sure,Neutral,0
mediocre tablet great value money however operating system bit clunky constant notifications messages delete turned seem keep appearing reader app surprisingly less intuitive,Neutral,0
great gift idea bought christmas gift told enjoying happy,Neutral,1
nice novelty sort waste screen great sound easy set screen seems sort wasteful playing maybe capability work digital picture frame certain yet able set one picture multiple would nice could used hulu netflix stuff since picture sound clear like visual shopping lists still worth purchase good want must maybe tapped,Neutral,1
great gift idea bought christmas gift told enjoying happy,Neutral,1
love kids mode absolutely love u switch dif accounts,Neutral,1
cheap tablet hoping use google launcher tablet really locked cannot change launcher lock screen still cheap fine watching movies,Neutral,0
ok tablet price opinion slow internet use good yr old use purchased online curriculums almost impossible tablet speed internet connection great every laptop computer house,Neutral,0
great kids google play store great tablets kids price wonderful warranty soft yet bulky good thing instance case thing wish could access google play store kids could watch movies google play movies account,Neutral,0
average average alexa option show things screen still limited,Neutral,1
good year old device good looking starter tablet young individual,Neutral,0
great product started using alexa looking forward things available use unit,Neutral,1
great kids google play store great tablets kids price wonderful warranty soft yet bulky good thing instance case thing wish could access google play store kids could watch movies google play movies account,Neutral,0
easy read outdoor settings clear reading bright light outdoor settings long battery life,Neutral,1
great kids google play store great tablets kids price wonderful warranty soft yet bulky good thing instance case thing wish could access google play store kids could watch movies google play movies account,Neutral,0
great bumper tablet son said noticed blotches screen never returned due making difference son upgrade question years anyway bumper amazing,Neutral,1
ok tablet ok tablet need amazon account order download free apps,Neutral,0
beginner tablet great durability lacks great sound picture quality ok,Neutral,0
good movies amazon decent little tablet game player tablet shuts cant get back play games long periods time ipad sure,Neutral,0
good tablet designed good tablet smooth high end tablets limited amazon expect much android ipad like mine continue use recommend using one buying,Neutral,0
amazon fire hd meh works find difficult navigate also ipad mini seems less intuitive ipad,Neutral,0
expected neat amazon alexis little feel still,Neutral,0
ad happy one far every version kindle since week introduced jumped chance kindle fire replaced first one everything wanted except past summer started overheating got nonresponsive midday heat got one first miss swype get rid secondly cannot put two favorite apps work old one work lastly importantly every awhile screen freezes bunch code shimmering background turning leaving awhile brings back life turns seems happen close program move new one aggravating expect product happy past,Neutral,2
good value little slow camera best price fine,Neutral,0
great kids son loves,Neutral,1
basically big phone without phone everything smart phone larger screen easier browsing input,Neutral,1
good movies amazon decent little tablet game player tablet shuts cant get back play games long periods time ipad sure,Neutral,0
used new three star review situation described quality unit ordered online picked store package securely sealed seals appeared factory echo wrapped plastic looked like never package hooked however said unit registered someone else problem get registered unit works fine spoke amazon target neither could tell happened offered exchange wished chose keep original unit wanted make others aware issue one theory target buyer purchased lot target resale registered person guess never know echo works fine happy hook make sure go settings download latest updates good go,Neutral,1
daughter likes first wanted return product bought yr old decided keep bc husband liked course daughter likes dnt like fact cant use audible app kids version also bought daughter could independent far books none read aloud came maneuver games movies tho ok product tho love amazon daughter still likes samsung tab better would recommend older kids,Neutral,1
ok tablet small child sleek design colors available small kids good tablet nice price useful,Neutral,0
ok cool device main issue play playlists stored sonos app played streaming services,Neutral,0
ok need requires many components cameras etc stick basics opinion,Neutral,0
stopped working weeks first worked fine three weeks stopped took back got replacement one lasted almost month took back told deal amazon found thru amazon webpage units simply froze reset upset store associate knew nothing product research everything,Neutral,1
decent job works fine wifi otherwise little slow kid enjoys though price good,Neutral,0
ok price good starter unit easy beginner use priced low give taste tablet world,Neutral,0
feels cheap opinion model small feels cheap sd card slot,Neutral,4
nice great show nice features audio quality best price point got mine sale using bedroom alarm clock read time without glasses still use sonos play listen sleep playlist ny music unless missed something seems like set volume low night listen music go sleep alarm loud enough use show music much,Neutral,1
ok entry level tablet year old daughter saved brother bought gb year earlier new needed space os bit clunky less intuitive higher priced tablets tough beat price speed great web certain gaming apps fine books parental controls helpful take time figure require steps seem necessary change overall ok first tablet kids considering price adults fine e books basic apps otherwise best pay better quality os efficiency,Neutral,0
average average alexa option show things screen still limited,Neutral,1
ok tablet ok tablet need amazon account order download free apps,Neutral,0
job job would buy one screen brighter times difficult read screen bright,Neutral,1
solid tablet bought present year old grandma loves easy operate issues,Neutral,0
good improvement previous models father upgraded original kindle fire model happy compete mainstream tablets likes kindle system downloading library books,Neutral,4
amazon kindle black kindle black good fit times read night bed husband sleeping model back light unable read night without turning light waking husband returned went kindle fire,Neutral,4
great tablet child daughter tablet almost months works well,Neutral,0
ad happy one far every version kindle since week introduced jumped chance kindle fire replaced first one everything wanted except past summer started overheating got nonresponsive midday heat got one first miss swype get rid secondly cannot put two favorite apps work old one work lastly importantly every awhile screen freezes bunch code shimmering background turning leaving awhile brings back life turns seems happen close program move new one aggravating expect product happy past,Neutral,2
expecting hoping find something universal tablet get pay,Neutral,0
charging ports love tablets charging ports best bought christmas kids take excellent care also touch tablets charging tablets since christmas day charge highly recommend getting protection warranty item,Neutral,1
ok tablet limited apps disappointed mirror display mode,Neutral,0
ok price good starter unit easy beginner use priced low give taste tablet world,Neutral,0
ok tablet limited apps disappointed mirror display mode,Neutral,0
fits perfectly hand wish apps play store,Neutral,2
intelligent told alexa may new would thought simple commands would able respond already amount amazon charges come better instructions including specifically download one device iphone etc make apps ready go amazon dropped ball one,Neutral,1
automatic restrictions children completely impression tablet child friendly built restrictions son able purchase numerous apps movies son usually uses wife ipad thought tablet would good replacement interface geared towards adults young child buy tablet immediately change settings require pin make purchases think age recommendation,Neutral,0
ok cool device main issue play playlists stored sonos app played streaming services,Neutral,0
great start first bought got started register amazon account tried making new account tried using moms account would work took back geek squad look claimed defective exchanged another one new one works wonderfully issues yet,Neutral,1
automatic restrictions children completely impression tablet child friendly built restrictions son able purchase numerous apps movies son usually uses wife ipad thought tablet would good replacement interface geared towards adults young child buy tablet immediately change settings require pin make purchases think age recommendation,Neutral,0
ok price good starter unit easy beginner use priced low give taste tablet world,Neutral,0
basic tablet nothing special complicated fills need,Neutral,0
cheap easy slow great purchase year old girl easy way peaceful long car rides,Neutral,1
reading device bought cause wanted read happen tried read devices need old school paper hands,Neutral,1
fair thought better mother law play games facebook next time buy samsung,Neutral,0
overall okay overall good tablet fan limitations silk browser amazon app store,Neutral,0
charging ports love tablets charging ports best bought christmas kids take excellent care also touch tablets charging tablets since christmas day charge highly recommend getting protection warranty item,Neutral,1
intelligent told alexa may new would thought simple commands would able respond already amount amazon charges come better instructions including specifically download one device iphone etc make apps ready go amazon dropped ball one,Neutral,1
fun great sound quality good alexa responds commands room improvement,Neutral,1
seems neat took box played lost connection longer recognizes phone called amazon said would work problem call back yet,Neutral,1
echo ok alexa ready prime time bought echo show get hyped benefits alexa home automation using week decided return echo show alexa ready prime time time got answer response questions waste money us say alexa say good bye,Neutral,1
ipad means tablet great books audible books music things amazon included browser silk best purchased expanded memory gb sd card cover biggest issue unit slow compared ipad tends freeze every often x money consider ipad instead,Neutral,0
ok tablet limited apps disappointed mirror display mode,Neutral,0
great start first bought got started register amazon account tried making new account tried using moms account would work took back geek squad look claimed defective exchanged another one new one works wonderfully issues yet,Neutral,1
ok need requires many components cameras etc stick basics opinion,Neutral,0
alexa show asked itquestions answers unknown could help,Neutral,1
basic tablet nothing special complicated fills need,Neutral,0
used new three star review situation described quality unit ordered online picked store package securely sealed seals appeared factory echo wrapped plastic looked like never package hooked however said unit registered someone else problem get registered unit works fine spoke amazon target neither could tell happened offered exchange wished chose keep original unit wanted make others aware issue one theory target buyer purchased lot target resale registered person guess never know echo works fine happy hook make sure go settings download latest updates good go,Neutral,1
okay love real books great travel keeping bookshelves lighter wish could buy larger storage without buy larger size pad also sucks gig gig taken os advertising seriously reads pdfs needs gig os lame last thing would change able reverse lettering night could white lettering black background less bright eyes,Neutral,1
receive bulb purchase store given bulb till decide review,Neutral,1
kindle hd instructions either paper electronic transfer apps data old kindle new one,Neutral,2
ok tablet ok tablet need amazon account order download free apps,Neutral,0
okay great first time tablet advanced options available,Neutral,0
needs advancement like alexa needs interactive like suri,Neutral,1
good cheap tablet bought gift parents unfortunate part little misinformed connectivity tablet chrome cast purchases well part gift tablet compatible table little disappointing alright product,Neutral,0
serves purpose bought travel companion fly cheap functional,Neutral,4
ok get pay happy year old ok,Neutral,4
mediocre tablet great value money however operating system bit clunky constant notifications messages delete turned seem keep appearing reader app surprisingly less intuitive,Neutral,0
receive bulb purchase store given bulb till decide review,Neutral,1
good tablet star god tablet camera could little better,Neutral,0
good first tablet purchased since bought grandson tablet christmas tablet slow considering price ok problems charger charge using tablet charger needs plugged moved charge price tablet ok,Neutral,0
great youtube echo good ended getting echo show well first device enjoyed using various reasons one could ask alexa watch youtube videos wanted watch one day asked alexa play video responded saying google supported echo show youtube comes back skill echo show probably worth extra money say stick echo amazon music spotify echo dot use echo part smart home,Neutral,1
like second kindle realize paper white difference took back store exchanged paper white easy read,Neutral,2
used new three star review situation described quality unit ordered online picked store package securely sealed seals appeared factory echo wrapped plastic looked like never package hooked however said unit registered someone else problem get registered unit works fine spoke amazon target neither could tell happened offered exchange wished chose keep original unit wanted make others aware issue one theory target buyer purchased lot target resale registered person guess never know echo works fine happy hook make sure go settings download latest updates good go,Neutral,1
ok entry level tablet year old daughter saved brother bought gb year earlier new needed space os bit clunky less intuitive higher priced tablets tough beat price speed great web certain gaming apps fine books parental controls helpful take time figure require steps seem necessary change overall ok first tablet kids considering price adults fine e books basic apps otherwise best pay better quality os efficiency,Neutral,0
slow good kids wish bit faster loading browsing functions would expect kid friendly product would spend extra money next time tablet designed adults strong parental controls,Neutral,0
good first tablet purchased since bought grandson tablet christmas tablet slow considering price ok problems charger charge using tablet charger needs plugged moved charge price tablet ok,Neutral,0
fair thought better mother law play games facebook next time buy samsung,Neutral,0
good first tablet purchased since bought grandson tablet christmas tablet slow considering price ok problems charger charge using tablet charger needs plugged moved charge price tablet ok,Neutral,0
great small kids good alittle ones games movies picture clear expensive,Neutral,0
bang buck dollars great option although black friday special perfect kids especially considering amount damage handle,Neutral,1
expected neat amazon alexis little feel still,Neutral,0
echo ok alexa ready prime time bought echo show get hyped benefits alexa home automation using week decided return echo show alexa ready prime time time got answer response questions waste money us say alexa say good bye,Neutral,1
good disappointed sometimes gives understand,Neutral,3
slow download slow echo show make worth stand alone,Neutral,1
good tablet star god tablet camera could little better,Neutral,0
great echo buy software seem well integrated hardware machine also echo connectivity issues liked features available portability mainly long battery life plagued connectivity issues say would recommend looked reviews online since purchasing discovered one feels way sound connected responding amazing,Neutral,1
echo ok alexa ready prime time bought echo show get hyped benefits alexa home automation using week decided return echo show alexa ready prime time time got answer response questions waste money us say alexa say good bye,Neutral,1
purchased download books school screen small os liking,Neutral,0
great basic tablet good tablet basic use ened returning going ipad met needs tablet would good someone limited computer knowledge use,Neutral,0
mediocre tablet great value money however operating system bit clunky constant notifications messages delete turned seem keep appearing reader app surprisingly less intuitive,Neutral,0
daughter likes first wanted return product bought yr old decided keep bc husband liked course daughter likes dnt like fact cant use audible app kids version also bought daughter could independent far books none read aloud came maneuver games movies tho ok product tho love amazon daughter still likes samsung tab better would recommend older kids,Neutral,1
good tablet star god tablet camera could little better,Neutral,0
tablet worked fan amazon type operating system tablet ended taking back wanted easy supportive games apps android tablet,Neutral,0
fire tablet bought tablet year old holding good loves enjoys playimg games able get internet,Neutral,0
wait till goes sale much difference regular kindle wait till goes sale,Neutral,2
echo ok alexa ready prime time bought echo show get hyped benefits alexa home automation using week decided return echo show alexa ready prime time time got answer response questions waste money us say alexa say good bye,Neutral,1
great kid limited activities son surf web things likes,Neutral,1
intelligent told alexa may new would thought simple commands would able respond already amount amazon charges come better instructions including specifically download one device iphone etc make apps ready go amazon dropped ball one,Neutral,1
good entry level reader device good entry level reader daylight doesnot support reading dark read dark purchase light cover case light attached either case put lot strain eyes,Neutral,0
good disappointed sometimes gives understand,Neutral,3
kind complicated bought tablets two youngest children lot options chose far children apps go already familiar ipad since stole mine time lol made hard well figure use first besides good product,Neutral,1
kids tablet ok need internet sdmini hassle,Neutral,0
easy read outdoor settings clear reading bright light outdoor settings long battery life,Neutral,1
good beginners decent reader beginners backlight good reading dark also slips hands purchase cover buy,Neutral,0
great kid limited activities son surf web things likes,Neutral,1
expected neat amazon alexis little feel still,Neutral,0
great kid limited activities son surf web things likes,Neutral,1
feels cheap opinion model small feels cheap sd card slot,Neutral,4
decent wanted see would work super accurate kind fun,Neutral,1
fire tablet bought tablet year old holding good loves enjoys playimg games able get internet,Neutral,0
ok tablet ok tablet need amazon account order download free apps,Neutral,0
amazon show amazon show pretty cool help things like cooking recipe homework things restricted amazon partner things google comes something similar would definitely chosen show youtube,Neutral,1
get fire hd bought thought would great reading books playing games however awkward size makes device weird hold generally enjoyable fire hd shares exact specs higher battery life almost reason take device,Neutral,1
like older model worse graphics keep wireless connection overall satisfied,Neutral,4
beginner tablet great durability lacks great sound picture quality ok,Neutral,0
intelligent told alexa may new would thought simple commands would able respond already amount amazon charges come better instructions including specifically download one device iphone etc make apps ready go amazon dropped ball one,Neutral,1
mediocre tablet great value money however operating system bit clunky constant notifications messages delete turned seem keep appearing reader app surprisingly less intuitive,Neutral,0
good tablet star god tablet camera could little better,Neutral,0
expecting hoping find something universal tablet get pay,Neutral,0
kids st tablet approved great beginner tablet kids would recommend,Neutral,0
disappointed bought package said fast charger find charges normal speed disappointing pretty sure anything wrong seems pretty self explanatory,Neutral,3
ok need requires many components cameras etc stick basics opinion,Neutral,0
okay tablet specs good feels solid stand os many ads get rid customizable like bother good tablet price expect run games powerful enough,Neutral,0
used new three star review situation described quality unit ordered online picked store package securely sealed seals appeared factory echo wrapped plastic looked like never package hooked however said unit registered someone else problem get registered unit works fine spoke amazon target neither could tell happened offered exchange wished chose keep original unit wanted make others aware issue one theory target buyer purchased lot target resale registered person guess never know echo works fine happy hook make sure go settings download latest updates good go,Neutral,1
ad happy one far every version kindle since week introduced jumped chance kindle fire replaced first one everything wanted except past summer started overheating got nonresponsive midday heat got one first miss swype get rid secondly cannot put two favorite apps work old one work lastly importantly every awhile screen freezes bunch code shimmering background turning leaving awhile brings back life turns seems happen close program move new one aggravating expect product happy past,Neutral,2
get pay playtime works wants went long trip videos downloaded issues playing time son almost gets bored quickly pros price well protected externally,Neutral,0
decent tablet many apps first one already returned power issue week hope second one fine,Neutral,0
expected neat amazon alexis little feel still,Neutral,0
okay sound returned wanted better sound opted bose soundlink decent speaker nice amazon prime alexa features sound looking,Neutral,3
ok get pay happy year old ok,Neutral,4
expected neat amazon alexis little feel still,Neutral,0
okay sound returned wanted better sound opted bose soundlink decent speaker nice amazon prime alexa features sound looking,Neutral,3
tap fills gap need filling product speaker great fails deliver voice interface use cell phone computer buy echo dot,Neutral,1
fits perfectly hand wish apps play store,Neutral,2
good good old kindle seams work better,Neutral,0
disappointed bought package said fast charger find charges normal speed disappointing pretty sure anything wrong seems pretty self explanatory,Neutral,3
okay great first time tablet advanced options available,Neutral,0
ok tablet price opinion slow internet use good yr old use purchased online curriculums almost impossible tablet speed internet connection great every laptop computer house,Neutral,0
ipad means tablet great books audible books music things amazon included browser silk best purchased expanded memory gb sd card cover biggest issue unit slow compared ipad tends freeze every often x money consider ipad instead,Neutral,0
daughter likes first wanted return product bought yr old decided keep bc husband liked course daughter likes dnt like fact cant use audible app kids version also bought daughter could independent far books none read aloud came maneuver games movies tho ok product tho love amazon daughter still likes samsung tab better would recommend older kids,Neutral,1
need update software device works well mechanically however software needs lot work half commands understood cameras linked rarely recognized,Neutral,2
kiddo loves battery dies hour last longer money bold charge,Neutral,1
good entry level reader device good entry level reader daylight doesnot support reading dark read dark purchase light cover case light attached either case put lot strain eyes,Neutral,0
cheap easy slow great purchase year old girl easy way peaceful long car rides,Neutral,1
average average alexa option show things screen still limited,Neutral,1
great small kids good alittle ones games movies picture clear expensive,Neutral,0
receive bulb purchase store given bulb till decide review,Neutral,1
great bumper tablet son said noticed blotches screen never returned due making difference son upgrade question years anyway bumper amazing,Neutral,1
convenient ads make seem item seems great ads reality nearly much get download skills work well others reviewed many connecting often difficult sometimes password use alexa device body tells sure practice device fun useful learning use sorting skills pain,Neutral,1
basic tablet nothing special complicated fills need,Neutral,0
echo ok alexa ready prime time bought echo show get hyped benefits alexa home automation using week decided return echo show alexa ready prime time time got answer response questions waste money us say alexa say good bye,Neutral,1
ad happy one far every version kindle since week introduced jumped chance kindle fire replaced first one everything wanted except past summer started overheating got nonresponsive midday heat got one first miss swype get rid secondly cannot put two favorite apps work old one work lastly importantly every awhile screen freezes bunch code shimmering background turning leaving awhile brings back life turns seems happen close program move new one aggravating expect product happy past,Neutral,2
like second kindle realize paper white difference took back store exchanged paper white easy read,Neutral,2
kindle fire inch great bigger picture runs really slow,Neutral,1
kindle hd instructions either paper electronic transfer apps data old kindle new one,Neutral,2
echo show easy set got work arlo pro camera works well able camera driveway front door come command hate cannot get samsung tv come verbal request guess buy plug easy set downloaded app plugged viola walks setup,Neutral,1
basic tablet nothing special complicated fills need,Neutral,0
serves purpose bought travel companion fly cheap functional,Neutral,4
ok get pay happy year old ok,Neutral,4
daughter likes first wanted return product bought yr old decided keep bc husband liked course daughter likes dnt like fact cant use audible app kids version also bought daughter could independent far books none read aloud came maneuver games movies tho ok product tho love amazon daughter still likes samsung tab better would recommend older kids,Neutral,1
look new echo user things echos screen sound comparable echo good screen small hd touch screen call echo users echo run buy laptop looking echo screen might worth extra bucks,Neutral,1
great bumper tablet son said noticed blotches screen never returned due making difference son upgrade question years anyway bumper amazing,Neutral,1
kiddo loves battery dies hour last longer money bold charge,Neutral,1
intelligent told alexa may new would thought simple commands would able respond already amount amazon charges come better instructions including specifically download one device iphone etc make apps ready go amazon dropped ball one,Neutral,1
expected neat amazon alexis little feel still,Neutral,0
amazon show amazon show pretty cool help things like cooking recipe homework things restricted amazon partner things google comes something similar would definitely chosen show youtube,Neutral,1
amazon fire brought yr old son cannot put would recommend product,Neutral,1
good movies amazon decent little tablet game player tablet shuts cant get back play games long periods time ipad sure,Neutral,0
purchased download books school screen small os liking,Neutral,0
works well echo show works well time cannot connect youtube maybe amazon wakes connection returned,Neutral,1
great first tablet beginners great beginners like children limiting use many apps allow use google play store,Neutral,1
ok echo tap tap slower respond used echo like tap,Neutral,1
ok tablet ok tablet need amazon account order download free apps,Neutral,0
good year old device good looking starter tablet young individual,Neutral,0
used library difficult understand instructions still working,Neutral,1
good value little slow camera best price fine,Neutral,0
good entry level reader device good entry level reader daylight doesnot support reading dark read dark purchase light cover case light attached either case put lot strain eyes,Neutral,0
kiddo loves battery dies hour last longer money bold charge,Neutral,1
kindle fire inch great bigger picture runs really slow,Neutral,1
